Size (nt),"A1: TR241116654","A2: TR241116655","A3: TR241116656","A4: TR241116657","A5: TR241116658","A6: TR241116659","A7: TR241116702","A8: TR241116703","A9: TR241116704","A10: TR241116705","A11: TR241116706","A12: TR241116707","B1: TR241116660","B2: TR241116661","B3: TR241116662","B4: TR241116663","B5: TR241116664","B6: TR241116665","B7: TR241116709","B8: TR241116710","B9: TR241116712","B10: TR241116713","B11: TR241116715","B12: TR241116716","C1: TR241116666","C2: TR241116667","C3: TR241116668","C4: TR241116669","C5: TR241116670","C6: TR241116671","C7: TR241116718","C8: TR241116719","C9: TR241116721","C10: TR241116722","C11: TR241116724","C12: TR241116725","D1: TR241116672","D2: TR241116673","D3: TR241116674","D4: TR241116675","D5: TR241116676","D6: TR241116677","D7: TR241116727","D8: TR241116728","D9: TR241116730","D10: TR241116731","D11: TR241116733","D12: TR241116734","E1: TR241116678","E2: TR241116679","E3: TR241116680","E4: TR241116681","E5: TR241116682","E6: TR241116683","E7: TR241116708","E8: TR241116711","E9: TR241116714","E10: TR241116717","E11: TR241116720","E12: TR241116723","F1: TR241116684","F2: TR241116685","F3: TR241116686","F4: TR241116687","F5: TR241116688","F6: TR241116689","F7: TR241116726","F8: TR241116729","F9: TR241116732","F10: R241117373","F11: R241117374","F12: R241117375","G1: TR241116690","G2: TR241116691","G3: TR241116692","G4: TR241116693","G5: TR241116694","G6: TR241116695","G7: R241117383","G8: R241117388","G9: R241117398","G10: R241117430","G11: R241117431","G12: TR241117931","H1: TR241116696","H2: TR241116697","H3: TR241116698","H4: TR241116699","H5: TR241116700","H6: TR241116701","H7: TR241117932","H8: TR241117933","H9: TR241117934","H10: TR241117935","H11: TR241117936","H12:"
115.19,126.57,241.06,342.38,269.57,345.57,207.15,19.47,22.90,27.09,51.10,12.56,15.83,438.26,354.11,425.11,99.62,190.24,99.58,183.66,407.19,446.52,259.68,198.24,171.45,94.40,36.67,76.00,1.44,0.00,0.00,149.77,141.81,153.83,123.73,22.61,38.44,0.00,3.19,0.00,0.00,6.66,0.00,19.76,10.00,3.09,3.19,13.74,9.23,4.59,10.84,0.00,391.84,70.30,62.75,260.11,350.78,246.94,181.85,81.68,63.94,137.01,55.84,78.55,75.28,109.49,327.49,34.57,6.67,75.99,314.72,294.82,293.52,280.25,353.93,316.35,349.53,273.50,174.64,316.36,161.29,128.31,284.27,295.45,190.57,22.94,12.60,28.31,10.18,21.30,9.58,203.70,198.24,141.76,190.90,185.95,65.69
115.91,127.37,245.70,339.92,278.54,350.10,208.66,17.75,22.87,25.46,52.12,13.82,18.16,430.20,361.76,434.41,102.70,205.47,104.20,192.25,432.88,480.17,280.27,217.64,183.08,100.99,36.56,79.48,-0.30,0.00,0.00,161.61,157.29,173.23,139.79,23.54,38.15,0.00,1.08,0.00,0.00,2.49,0.00,18.49,9.93,1.69,2.31,18.47,11.14,4.98,13.16,0.00,388.65,68.95,61.77,300.17,371.69,258.33,206.31,92.24,63.55,136.02,52.40,76.42,72.60,110.17,324.17,33.72,6.63,87.98,321.37,300.84,297.85,273.68,347.68,311.15,343.98,271.87,172.19,323.92,178.71,136.47,293.47,300.35,204.25,22.00,12.19,25.52,9.76,19.14,8.16,226.34,212.26,153.24,210.21,202.97,65.54
116.62,131.93,254.28,341.01,290.92,357.72,214.91,16.96,23.16,24.54,55.96,15.49,21.29,423.87,372.52,447.13,109.71,223.37,111.77,203.55,462.33,513.23,302.51,237.36,196.11,109.63,38.19,82.95,0.00,0.00,0.00,176.96,175.20,195.50,159.02,25.23,38.78,0.00,0.13,0.00,0.00,0.13,0.00,18.03,10.54,1.06,2.00,23.34,13.46,6.41,16.12,0.00,388.07,69.93,62.69,343.58,394.03,271.84,236.17,105.43,64.20,136.87,51.58,77.58,71.84,113.02,323.84,33.48,6.89,98.44,331.40,309.49,304.89,269.66,343.31,308.28,340.83,270.23,171.90,338.94,200.67,148.88,311.33,314.63,225.62,21.88,12.49,24.21,10.03,18.09,7.29,260.63,234.43,169.47,236.97,226.20,65.12
117.34,139.89,266.95,345.43,304.62,367.30,224.00,16.83,23.58,24.20,60.80,17.28,24.47,418.91,383.65,459.45,119.22,240.48,120.96,215.12,490.78,539.87,323.31,253.89,208.48,118.72,39.60,91.61,0.00,0.00,0.00,193.07,183.78,216.17,177.58,27.25,39.39,0.00,0.06,0.00,0.00,0.00,0.00,18.11,11.53,0.94,2.25,27.19,15.39,8.39,19.15,2.08,388.92,72.58,65.28,382.49,413.03,285.07,266.04,118.85,65.16,138.90,52.82,81.59,72.82,117.30,325.69,33.62,7.37,104.13,349.06,324.35,318.40,268.09,340.22,307.33,340.17,268.35,173.04,366.16,223.86,165.25,338.88,336.43,257.38,22.50,13.33,24.23,10.80,18.07,6.86,309.19,267.16,191.97,273.29,257.30,64.64
118.06,149.29,281.89,351.16,316.96,376.37,234.16,17.21,24.01,24.30,65.52,18.08,26.87,416.88,392.07,467.69,128.98,253.88,129.81,224.39,513.85,556.77,340.26,264.88,218.37,122.59,41.01,99.98,0.00,0.00,0.00,206.36,192.36,231.53,191.96,29.12,40.01,0.00,0.69,0.00,0.00,0.00,0.00,18.46,12.67,1.06,2.94,28.94,16.26,10.36,21.70,4.59,390.20,75.95,68.71,409.80,424.70,295.57,290.78,129.97,65.84,141.20,55.25,87.32,74.87,121.86,328.22,33.76,8.00,103.05,379.01,349.93,342.72,268.14,337.82,307.31,339.50,267.12,174.68,409.94,244.57,184.75,375.39,367.28,279.75,23.63,14.46,25.18,11.81,18.95,6.79,372.77,312.61,222.52,320.83,298.11,64.33
118.78,157.63,295.86,355.35,326.26,382.42,243.25,18.20,24.56,24.80,69.04,18.87,27.93,414.85,396.21,470.17,137.02,262.90,136.73,229.70,529.15,564.43,352.44,269.99,224.82,126.46,44.28,106.45,1.59,0.00,0.00,214.00,205.80,240.30,200.46,30.51,41.55,0.00,2.14,0.00,0.00,1.64,0.00,19.07,13.88,1.43,3.89,28.04,15.87,12.02,23.42,6.62,391.54,79.21,72.01,421.98,427.27,301.70,307.67,137.21,66.11,143.03,58.13,93.51,77.22,125.67,329.96,34.58,8.77,95.47,425.68,390.88,382.12,268.58,335.70,307.11,339.22,266.11,176.20,473.28,260.87,207.07,419.56,407.32,302.11,25.00,15.61,26.65,12.90,20.57,7.09,449.48,371.46,262.15,379.86,349.78,64.36
119.50,163.38,306.18,356.02,332.72,384.38,249.89,20.15,25.43,25.74,70.86,20.01,27.60,411.21,396.69,467.63,142.73,269.11,141.36,230.68,536.27,566.01,359.86,270.72,227.69,131.86,47.43,110.71,8.57,1.62,0.00,215.17,213.94,244.01,203.86,31.41,43.34,0.00,4.92,-10.18,-12.12,5.34,0.00,20.25,15.27,2.27,4.95,24.74,14.59,13.51,23.84,8.25,392.36,81.98,74.56,419.64,421.53,303.11,317.20,140.54,66.24,143.58,61.03,99.28,79.31,128.32,330.26,35.93,9.60,83.85,492.43,450.83,440.13,268.36,333.70,306.13,339.49,265.51,177.48,514.92,273.88,233.01,470.93,456.50,360.81,26.45,16.69,28.46,14.06,22.96,7.88,534.65,442.16,310.35,448.58,411.90,64.74
120.22,166.85,312.46,353.06,337.68,383.03,254.04,23.54,26.88,27.22,71.14,20.67,26.37,407.56,395.56,462.18,147.10,271.91,144.40,227.90,535.70,565.30,361.14,269.14,227.14,135.33,50.34,113.88,20.80,3.70,0.00,211.19,217.10,245.64,204.62,32.02,45.51,2.16,9.76,0.00,0.00,11.67,0.00,22.53,16.98,3.87,6.08,20.07,13.21,15.37,24.27,10.09,393.19,84.36,76.39,405.99,409.80,300.46,321.90,141.15,66.75,144.12,63.80,104.24,81.03,130.02,329.58,37.82,10.43,71.61,580.56,530.92,518.49,267.02,331.87,304.59,340.26,265.95,178.91,556.56,287.06,263.88,529.82,515.43,432.03,28.00,17.83,30.79,15.45,24.65,9.34,621.55,520.83,364.80,485.85,481.93,65.39
120.94,169.75,316.77,347.99,342.14,380.16,256.56,28.71,29.06,29.36,70.62,21.16,25.04,403.36,394.46,455.66,151.96,274.72,146.91,222.39,528.06,564.60,362.41,266.71,223.33,138.35,53.33,117.44,39.89,6.11,0.00,204.57,216.82,247.60,205.27,32.73,48.29,10.75,17.29,0.00,0.00,21.44,0.00,26.39,17.99,6.34,7.29,15.45,12.57,18.22,24.61,13.01,395.48,86.64,77.92,395.44,394.85,294.88,324.38,140.50,68.03,144.66,66.41,108.26,82.54,131.34,329.02,40.18,11.22,61.63,688.13,628.76,615.90,264.92,330.34,303.30,341.65,267.99,181.08,656.58,303.98,300.18,595.75,584.56,511.64,29.78,19.36,34.12,17.27,26.34,11.70,702.72,601.67,421.71,523.11,555.22,66.14
121.66,173.90,321.82,342.63,345.76,377.16,258.14,35.51,31.91,32.15,70.22,21.99,24.35,397.91,393.51,448.72,158.59,280.67,149.39,215.27,514.48,561.40,359.40,263.76,216.50,142.36,56.87,122.01,65.96,8.72,0.00,197.64,214.71,250.42,207.04,33.79,51.77,23.26,27.46,0.00,0.00,34.93,0.00,31.86,19.01,9.55,8.63,12.06,13.23,22.28,25.03,17.58,398.26,88.94,79.52,384.90,379.21,287.46,325.68,140.04,70.17,145.04,68.65,111.10,83.93,132.59,329.57,42.89,11.63,55.30,809.49,738.40,727.24,263.87,329.15,303.06,343.67,271.45,184.28,766.81,326.28,340.66,665.67,662.03,593.33,31.93,21.61,38.88,19.57,31.01,15.09,772.10,677.99,476.51,597.77,625.67,66.71
122.37,179.92,328.79,337.98,347.01,374.18,258.61,43.08,35.07,35.28,70.56,23.53,24.55,390.44,391.52,440.94,166.59,285.90,151.47,207.59,497.09,555.92,350.37,259.84,207.31,147.63,61.11,126.77,96.46,11.32,0.00,191.59,211.54,252.76,209.34,35.24,55.81,39.12,39.18,1.04,0.00,51.21,0.00,38.29,21.24,13.08,10.05,10.42,15.16,27.09,26.06,23.64,400.76,90.97,81.15,359.97,364.93,279.14,325.06,139.57,72.79,145.37,70.19,112.35,85.01,133.57,331.29,45.74,12.05,52.55,936.07,851.55,844.06,262.82,328.15,303.93,345.85,275.20,188.13,878.93,353.13,382.94,734.57,742.70,669.88,34.38,24.62,44.95,22.17,37.00,19.40,827.09,743.98,524.93,666.26,687.29,66.80
123.09,186.77,336.28,333.78,344.34,370.35,257.15,49.87,38.00,38.15,71.62,25.64,25.30,380.44,387.17,431.75,173.86,288.17,151.84,200.24,488.02,547.47,336.19,254.38,197.01,152.98,65.58,129.89,126.10,13.59,3.05,186.35,207.13,252.50,210.23,36.84,59.93,56.05,50.34,5.39,0.00,67.78,0.00,44.36,23.50,16.37,11.38,10.25,17.76,31.49,27.74,30.05,401.89,92.17,82.32,334.64,353.51,270.73,320.97,138.49,75.17,145.36,70.70,111.63,85.18,133.63,333.12,48.48,13.02,52.30,1058.65,959.92,956.74,261.26,327.55,305.04,347.35,277.54,191.50,985.39,382.54,425.04,798.30,819.94,735.09,35.61,27.97,51.50,24.63,43.76,24.11,848.41,796.70,564.23,723.49,736.17,66.31
123.81,192.41,341.25,329.07,337.47,364.76,253.02,54.18,40.13,40.05,72.77,27.64,25.83,368.07,380.16,421.31,177.89,285.84,152.21,193.75,478.95,536.30,319.41,247.19,187.10,156.46,69.30,129.79,148.56,15.19,5.89,181.18,200.88,247.96,207.72,38.20,63.46,70.55,58.55,9.22,0.00,81.13,0.00,48.54,25.51,18.76,12.36,10.81,20.07,34.17,29.56,35.08,400.81,92.04,82.44,312.35,345.69,262.91,312.34,136.77,76.50,144.47,70.07,108.99,85.36,132.25,333.45,50.74,14.14,53.22,1170.55,1057.83,1057.63,260.12,326.95,304.98,347.35,277.09,192.95,1081.70,413.05,466.66,856.72,889.66,785.84,36.83,30.91,57.15,26.44,50.05,28.32,869.72,837.45,594.07,767.43,771.91,65.31
124.53,195.06,340.99,323.06,327.95,357.34,246.38,54.97,41.06,40.52,73.12,28.64,25.39,354.29,371.52,410.79,177.32,279.14,150.87,188.43,463.06,523.70,303.47,238.79,179.02,156.59,71.27,126.17,159.22,15.87,5.76,175.54,192.58,238.89,200.94,38.59,65.71,79.34,62.19,11.83,0.00,88.18,0.00,49.79,26.96,19.75,12.72,11.39,21.15,34.34,30.71,37.23,397.29,90.60,81.22,296.17,341.50,256.23,299.70,133.81,76.30,142.35,68.57,105.15,84.70,129.38,331.06,52.19,15.26,54.18,1269.96,1144.10,1143.71,258.65,325.13,302.60,345.51,273.67,191.60,1167.51,428.74,508.75,914.12,953.24,823.48,38.82,32.74,60.65,27.22,54.40,31.10,905.64,871.29,616.69,800.02,797.97,64.06
125.25,194.25,334.95,315.80,318.81,349.18,238.48,52.35,40.79,39.57,72.06,28.05,23.80,340.56,363.22,402.00,172.84,270.31,147.59,184.58,451.68,511.70,291.61,234.70,173.76,153.26,71.09,120.33,157.32,15.54,3.18,169.70,183.02,226.79,190.84,38.97,66.28,80.87,61.11,12.84,0.00,87.72,0.00,48.04,27.55,19.24,12.38,11.49,20.57,32.10,30.55,35.98,392.02,89.52,78.99,288.20,340.75,251.27,285.47,129.46,74.70,139.21,66.80,101.36,83.09,125.73,325.99,52.66,16.13,54.54,1359.61,1221.63,1216.99,256.08,322.47,297.82,342.16,268.40,187.65,1245.49,444.42,551.76,975.81,1016.69,853.44,39.96,33.20,61.54,26.91,55.80,31.97,941.53,904.71,635.99,826.27,820.21,62.86
125.97,191.08,325.13,308.29,313.49,342.10,231.29,47.59,39.63,37.72,69.55,25.97,21.46,328.32,357.53,399.49,166.82,262.74,143.50,182.83,446.36,502.99,286.18,230.61,171.99,147.88,69.20,114.53,145.88,14.38,0.00,164.97,174.10,214.83,180.10,39.06,65.24,76.03,56.60,12.30,0.00,80.97,0.00,44.23,27.19,17.58,11.47,11.59,18.48,30.21,28.97,32.00,386.54,88.45,76.65,289.49,344.04,249.03,273.72,124.29,72.39,135.88,65.55,98.98,81.03,122.53,319.63,52.23,16.61,54.17,1443.38,1294.38,1281.72,252.26,318.98,291.76,338.16,263.16,182.41,1318.24,476.57,593.73,1043.01,1085.69,883.04,40.19,32.64,60.36,25.80,54.26,31.07,981.85,942.43,655.90,852.01,844.41,61.88
126.69,187.75,315.29,302.19,314.95,338.15,226.90,42.39,38.10,35.69,66.13,23.12,19.14,318.61,356.48,396.99,162.17,259.91,140.32,184.20,448.69,501.30,288.68,224.93,174.20,142.65,66.71,111.02,129.84,12.79,0.00,163.37,168.56,207.20,176.22,38.59,63.24,67.43,50.57,10.69,0.00,70.83,0.00,39.69,26.12,15.45,10.29,11.30,17.00,28.32,26.42,26.73,382.71,86.63,75.33,300.81,353.24,251.12,269.55,119.63,70.27,133.49,65.49,98.98,79.22,121.14,314.21,51.22,16.66,53.30,1522.08,1363.64,1311.04,247.84,314.98,286.25,334.49,259.59,177.67,1385.24,508.06,629.91,1109.72,1159.90,918.11,39.84,31.75,58.30,24.37,50.81,29.13,1026.98,985.38,678.69,881.32,873.76,61.19
127.41,186.87,309.69,299.32,324.99,339.09,227.08,38.05,36.68,34.09,62.62,20.38,17.44,311.95,361.43,397.83,161.18,264.50,139.68,189.76,460.87,511.51,300.10,224.63,180.91,139.73,64.89,111.27,113.55,12.02,0.00,166.88,169.20,208.07,172.34,37.81,61.16,58.01,44.65,8.58,0.00,65.57,0.00,35.52,24.78,13.49,9.13,10.56,15.53,24.13,23.65,21.54,381.91,86.13,75.80,323.57,361.88,255.19,278.04,117.30,68.99,132.90,66.90,100.28,78.38,121.83,312.99,49.98,16.38,52.77,1592.08,1426.67,1340.36,243.82,310.89,282.91,331.90,258.38,176.25,1442.51,535.72,654.67,1164.67,1230.88,960.39,39.36,31.17,56.50,23.03,46.82,27.00,1073.92,1031.17,704.24,915.05,907.89,60.65
128.12,190.66,312.12,301.16,343.72,346.12,232.88,34.95,35.58,33.15,59.67,18.33,16.44,308.37,372.47,406.12,164.82,277.50,142.57,199.89,485.18,538.40,320.74,232.44,192.27,140.49,64.66,115.53,99.43,11.24,0.00,176.46,177.72,219.96,171.08,36.95,59.70,49.79,39.69,6.42,0.00,60.31,0.00,32.28,23.53,11.99,8.19,9.46,12.41,20.38,21.24,17.23,384.27,87.48,78.20,359.56,370.51,259.26,302.54,119.03,68.65,134.36,69.46,101.58,78.92,122.52,311.77,48.74,15.88,52.24,1648.49,1479.20,1391.29,240.99,307.22,282.41,330.73,259.13,174.83,1485.97,556.32,664.65,1197.87,1285.74,1007.45,39.04,31.11,55.52,22.02,43.35,25.24,1119.35,1076.75,730.89,951.28,943.98,60.06
128.84,200.20,325.12,308.27,368.83,359.37,244.17,32.70,34.72,32.71,57.42,17.00,15.78,307.33,387.76,421.80,172.45,297.33,148.91,213.37,521.90,583.40,349.24,249.72,207.29,145.19,66.25,122.72,87.99,10.09,0.00,191.07,193.53,241.94,178.42,36.14,58.96,43.51,35.85,4.44,0.00,51.34,0.00,29.96,22.51,10.92,7.51,8.20,9.63,17.50,19.39,13.93,388.41,90.52,81.93,408.30,395.88,273.97,342.13,125.82,68.78,137.32,72.48,106.14,80.93,126.69,313.19,47.58,15.32,51.15,1690.60,1520.07,1430.65,239.54,304.40,284.22,330.76,260.69,174.40,1516.01,569.09,661.30,1207.70,1314.92,1055.35,38.86,31.33,55.21,21.36,40.74,23.98,1162.77,1121.27,757.24,987.51,979.26,59.18
129.56,214.48,348.85,319.71,395.20,377.00,258.93,31.70,33.89,32.38,55.53,16.04,14.93,307.62,403.29,441.76,177.15,319.28,157.37,227.07,566.59,640.78,381.28,274.85,215.18,152.86,69.08,130.64,78.68,9.49,0.00,199.17,212.95,255.34,193.83,35.39,58.45,41.21,32.92,2.68,0.00,44.53,0.00,28.30,21.61,10.04,7.26,7.00,7.39,15.51,17.89,11.39,391.98,94.51,83.90,463.69,425.01,293.15,389.53,137.03,68.61,140.65,73.82,111.30,83.99,132.52,317.62,46.47,14.82,50.03,1707.81,1553.88,1456.91,239.17,302.57,285.57,331.28,261.71,175.78,1539.47,576.87,650.76,1205.51,1319.01,1102.11,38.67,31.35,55.03,21.15,38.78,23.07,1207.34,1144.07,783.57,1023.05,1013.09,57.93
130.28,230.10,379.83,332.58,415.90,394.78,273.22,30.70,32.96,31.80,53.46,15.02,13.59,307.50,413.98,459.80,181.84,336.63,165.41,236.72,609.16,696.63,409.50,302.42,223.08,161.33,72.01,136.59,70.83,9.40,0.00,207.27,230.09,268.73,213.48,34.65,57.41,38.90,30.69,1.19,0.00,39.57,0.00,26.95,20.66,9.16,7.02,6.03,5.69,14.20,16.40,9.28,392.78,98.38,85.86,513.04,449.78,311.86,432.04,150.02,67.46,143.14,75.15,115.47,87.32,138.00,322.74,45.41,14.47,48.78,1725.01,1589.16,1474.43,239.23,301.48,286.93,331.29,261.26,177.69,1566.81,584.55,640.93,1203.32,1309.77,1149.29,38.32,30.82,54.48,20.94,37.12,22.38,1257.73,1166.87,811.84,1059.85,1047.45,56.46
131.00,242.08,410.64,342.52,424.89,407.20,282.35,28.61,31.96,30.81,50.89,13.71,11.82,305.35,416.17,468.96,189.74,343.63,170.14,238.96,636.85,733.60,425.71,324.35,235.24,167.76,73.82,138.47,64.18,9.60,0.00,220.13,239.23,292.03,231.07,33.84,55.36,35.37,29.02,0.06,0.00,35.95,0.00,25.71,19.58,8.23,6.55,5.36,4.49,13.30,14.71,7.42,389.92,101.11,88.80,541.58,462.08,324.18,456.68,160.73,65.06,143.99,76.89,117.37,89.97,141.18,325.86,44.45,14.30,47.35,1762.91,1632.96,1492.47,238.91,300.64,288.92,330.06,259.19,178.78,1605.90,595.81,637.37,1199.99,1304.14,1200.49,37.78,29.73,53.41,20.68,35.63,21.89,1316.18,1216.90,844.22,1101.22,1085.31,55.13
131.72,246.03,432.12,345.42,420.40,410.11,283.26,26.52,31.03,29.53,47.92,12.15,9.95,300.35,413.10,465.54,193.08,339.00,169.67,233.41,640.80,740.08,425.03,333.50,239.73,169.69,73.75,135.87,58.88,9.79,-11.16,225.49,237.93,304.33,240.52,32.94,52.32,32.44,28.41,0.00,0.00,33.28,-12.14,25.14,18.51,7.77,5.98,4.93,3.75,12.68,12.87,6.57,384.26,102.18,89.92,541.04,458.86,326.49,457.09,165.50,61.67,143.14,77.53,116.61,91.25,141.11,325.32,43.68,14.22,45.77,1813.02,1685.88,1519.99,237.53,299.62,288.98,327.49,256.06,178.35,1656.72,610.62,638.98,1209.82,1314.44,1257.95,37.07,28.32,52.06,20.53,34.46,21.65,1379.62,1272.62,881.01,1149.22,1128.02,54.23
132.44,240.59,437.72,339.94,406.59,403.44,276.54,24.74,30.26,28.23,45.02,10.58,9.15,293.01,410.04,451.94,190.57,327.46,164.40,223.37,622.16,718.22,409.34,327.78,235.28,166.36,71.94,130.62,55.17,9.73,0.00,222.37,228.67,303.16,239.28,32.06,48.84,29.97,27.80,0.00,0.00,31.39,0.00,24.56,17.69,7.30,5.24,4.65,3.38,12.28,11.05,5.73,377.89,101.78,89.15,516.47,444.70,319.77,457.50,163.19,57.92,141.22,77.33,113.91,91.09,138.34,321.26,43.19,14.15,44.16,1875.32,1740.82,1559.72,234.93,298.29,286.74,324.22,252.74,176.56,1710.48,625.33,640.60,1234.15,1341.12,1319.74,36.32,26.95,51.45,20.50,33.81,21.64,1439.43,1330.76,919.47,1202.19,1173.30,53.90
133.16,228.62,427.77,328.82,392.12,391.93,266.72,23.54,29.69,27.16,42.65,9.26,8.35,284.98,400.24,436.06,183.58,317.56,157.12,214.33,593.17,684.50,387.49,312.10,224.56,159.44,69.41,126.00,53.05,9.34,0.00,213.75,223.21,292.91,230.05,31.34,45.71,28.03,26.96,0.00,0.00,30.17,0.00,23.65,17.38,6.46,4.44,4.43,3.19,12.09,9.46,4.27,372.94,100.64,87.17,485.61,429.78,309.44,439.92,156.05,54.56,139.24,76.76,110.74,90.04,134.60,315.48,43.04,14.02,42.74,1939.92,1786.41,1605.84,231.58,296.68,282.82,321.19,249.91,174.21,1753.63,635.08,646.46,1262.89,1372.82,1379.15,35.71,25.86,50.84,20.66,33.81,21.63,1483.86,1383.31,954.01,1253.96,1214.86,54.07
133.87,216.08,410.25,317.92,386.00,382.95,260.06,22.90,29.30,26.38,41.08,8.40,7.21,278.26,393.70,427.32,175.71,317.17,151.71,211.04,571.59,661.53,371.51,296.30,213.14,152.43,67.56,125.48,52.58,8.73,0.00,205.06,217.75,282.54,219.47,30.94,43.53,26.75,26.45,0.41,0.00,29.50,0.00,23.16,17.61,5.74,3.74,4.26,2.98,12.11,8.26,3.14,370.48,99.63,85.10,469.87,424.37,302.42,418.62,148.55,52.16,138.13,76.17,108.57,88.84,131.75,310.25,43.21,13.84,41.81,1991.99,1812.60,1646.80,228.24,294.73,278.43,319.04,248.81,172.16,1774.61,636.87,649.07,1281.32,1393.70,1426.32,35.37,25.15,50.11,21.03,34.37,21.73,1502.03,1419.77,977.66,1295.10,1244.00,54.62
134.59,209.07,397.34,313.29,393.14,382.74,261.30,22.56,29.06,25.82,40.26,8.03,6.54,274.30,395.89,431.61,170.87,329.07,151.12,213.00,571.32,666.04,370.76,290.04,206.61,148.95,67.42,124.97,52.12,8.08,0.00,201.15,211.88,280.52,214.28,30.95,42.57,26.14,26.21,1.15,0.00,29.23,0.00,23.13,18.22,5.15,3.28,4.16,2.64,12.35,7.58,2.41,370.07,99.26,83.92,482.36,433.24,303.36,409.62,144.94,51.57,138.27,75.61,108.12,88.00,130.87,307.11,43.61,13.69,41.78,2019.38,1813.94,1671.26,225.40,292.19,274.74,317.80,247.71,170.80,1769.01,631.24,644.71,1279.59,1393.34,1451.32,35.33,24.76,49.97,21.58,35.19,21.83,1487.78,1430.81,984.22,1315.90,1252.69,55.47
135.31,210.77,399.23,317.94,412.00,393.16,271.15,22.19,29.02,25.37,39.97,8.03,6.22,273.16,407.68,448.09,171.19,349.45,155.76,214.96,594.96,700.04,387.32,297.79,207.82,150.81,69.08,128.55,51.75,7.54,0.00,203.58,214.51,290.12,217.53,31.37,42.68,26.05,26.17,1.65,0.00,29.26,0.00,23.47,18.91,4.67,3.13,4.15,2.21,12.79,7.52,2.07,370.04,99.40,83.98,520.05,452.96,312.21,421.39,146.90,50.98,138.76,74.93,109.14,87.53,131.85,306.17,44.13,13.66,43.00,2018.18,1815.28,1673.46,222.93,288.77,272.30,316.94,245.81,169.90,1740.57,621.47,634.01,1258.87,1373.19,1447.30,35.45,24.52,50.20,22.12,35.89,21.84,1441.95,1411.83,970.42,1309.95,1236.60,56.57
136.03,219.80,418.83,330.22,435.24,410.66,285.86,21.56,29.15,24.98,39.99,8.19,6.13,273.49,424.60,469.35,175.89,369.63,163.29,223.45,632.24,749.66,414.88,316.58,215.64,157.05,70.33,135.13,51.34,7.19,0.00,209.93,224.08,307.60,226.94,32.06,43.06,26.19,26.19,1.75,0.00,29.49,0.00,23.97,19.45,4.35,3.22,4.29,1.90,13.35,8.03,2.10,368.29,99.45,84.84,564.70,473.35,324.28,450.37,152.85,50.92,139.26,73.96,110.62,87.02,133.55,306.13,44.43,13.76,45.50,1993.28,1797.30,1655.11,220.21,284.31,270.82,316.29,243.61,168.80,1697.93,611.01,621.95,1230.95,1346.64,1412.88,35.61,24.38,50.44,22.39,36.16,21.75,1372.13,1364.77,937.20,1276.69,1196.98,57.85
136.75,230.90,450.14,344.49,453.08,427.82,298.94,20.65,29.27,24.64,40.12,8.33,6.25,273.09,439.00,484.90,181.64,380.20,169.72,231.06,665.08,791.96,441.61,337.55,225.63,164.30,71.58,141.25,50.49,7.03,0.00,215.16,234.87,324.18,236.26,32.82,43.44,26.29,26.14,1.40,0.00,29.82,0.00,24.43,19.76,4.26,3.45,4.66,1.92,13.95,8.98,2.48,363.15,98.64,85.47,591.98,482.53,332.63,482.79,158.81,51.61,140.07,72.67,111.27,85.94,134.35,305.00,44.72,13.93,48.88,1954.28,1765.80,1623.12,216.63,278.85,269.40,315.65,240.56,166.81,1649.89,601.10,616.37,1213.52,1334.86,1352.82,35.76,24.24,50.40,22.21,35.94,21.57,1290.09,1297.43,889.60,1221.50,1140.06,59.19
137.47,237.36,480.87,353.67,457.62,436.73,304.20,19.57,29.87,24.31,40.25,8.33,6.57,269.95,443.76,486.04,184.24,375.32,171.31,232.33,676.48,805.91,455.37,350.31,232.16,168.40,73.33,143.32,49.00,6.98,0.00,214.34,239.98,330.53,238.60,33.45,44.41,26.09,25.93,0.67,0.00,30.07,0.00,24.63,19.83,4.46,3.67,5.22,2.27,14.48,10.06,3.11,354.13,96.36,84.75,587.90,472.84,331.54,501.82,160.33,52.47,139.44,71.11,110.06,83.88,132.78,301.01,45.40,14.09,52.25,1910.21,1728.24,1585.21,211.88,272.57,266.93,313.16,236.30,163.49,1602.66,590.41,626.72,1225.70,1348.68,1276.74,35.96,23.87,49.98,21.68,35.42,21.40,1208.58,1220.87,835.11,1153.55,1074.79,60.45
138.19,234.06,498.02,352.31,445.93,432.46,298.46,18.45,30.76,23.93,40.25,8.11,7.06,263.17,435.58,469.73,180.58,355.01,166.13,224.38,658.34,781.96,448.95,347.70,230.96,166.36,72.84,139.24,46.75,6.90,0.00,205.01,234.69,321.28,229.85,33.74,45.18,25.42,25.50,0.00,0.00,29.97,0.00,24.37,19.89,4.84,3.76,5.82,2.78,14.75,10.87,3.77,342.11,92.43,82.04,583.82,444.37,319.13,495.79,154.57,52.87,136.60,69.36,106.62,80.76,128.16,293.35,46.13,14.19,54.53,1866.95,1689.89,1546.55,206.06,265.75,262.59,308.96,230.81,158.80,1560.67,577.05,663.28,1286.04,1362.49,1196.52,36.19,23.45,49.18,21.03,34.83,21.31,1139.06,1146.57,781.64,1082.93,1010.18,61.55
